plateNumber,plateState,plateCountry,plateType,domestic,yearOfRegistration,vehicleMake,vehicleModel,vehicleColor,vehicleClass,tollingMethod,hasTag,tagAgencyId,tagId,item_type,tag_type,mounting,tag_delivery_method,tag_alias_name,shippingAddress
WA 4835,PA,USA,PERSONAL,True,2017,Subaru	,Cross-trek,Red,4 Axle,TAG,True,AGN765,TAG3232,LICENSE_PLATE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Eric,"Unit 4940 Box 6213, DPO AA 53493"
WY 3273,AL,USA,COMMERCIAL,True,2017,Tesla, Model 3,Red,6-plus Axles,TAG,False,AGN770,TAG4888,INTEGRATED,MOUNTED,YES,MAIL_TO_CUSTOMER,Valerie,"83406 Bobby Island, New Penny, ME 70684"
FL 302,UT,USA,ELECTRIC,False,2005,Chevrolet,Equinox,Green,6-plus Axles,VIDEO,,,,,,,,,
KE 6350,NJ,USA,PERSONAL,False,2010,BMW,5 Series,Red,5 Axle,TAG,True,AGN989,TAG9654,STICKER_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Kathleen,"1087 Price Park Suite 908, North Davidfort, WY 73539"
MO 5636,MD,USA,COMMERCIAL,False,2019,Honda,Civic,Green,4 Axle,TAG,True,AGN781,TAG5026,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Danielle,"0913 Solomon Trail, South Jennifer, IL 43193"
TE 2924,PA,USA,PERSONAL,False,2009,Ford,Escape,Blue,5 Axle,TAG,True,AGN652,TAG3526,INTEGRATED,STICKER,NO,HAND_TO_CUSTOMER,Jennifer,"16238 Walker Trafficway Apt. 696, Lake Adamland, LA 02984"
NE 5208,NJ,USA,PERSONAL,True,2012,Mercedes-Benz,E-Class,Black,3 Axle,VIDEO,,,,,,,,,
OK 3816,AL,USA,ELECTRIC,True,2020,Kia,Optima,Blue,3 Axle,TAG,True,AGN779,TAG1928,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,James,"709 Matthew Valley Suite 954, Cunninghambury, TX 03288"
WY 439,PA,USA,ELECTRIC,False,2020,Toyota,Tacoma,Blue,3 Axle,TAG,False,AGN784,TAG6317,HARD_CASE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Erica,"00259 Williams Turnpike Apt. 842, Lake Robertville, MH 92380"
TE 1000,MI,USA,ELECTRIC,True,2000,Chevrolet,Corvette,Blue,3 Axle,TAG,False,AGN824,TAG1387,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Joshua,"PSC 3380, Box 8644, APO AP 38798"
AR 790,OH,USA,PERSONAL,True,2004,Toyota,Tacoma,Black,4 Axle,VIDEO,,,,,,,,,
MA 9922,FL,USA,PERSONAL,False,2012,Subaru,WRX,Blue,2 Axle,TAG,False,AGN793,TAG7905,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Madeline,"48453 Victoria Radial Suite 517, North Robin, PW 55631"
OR 2966,NJ,USA,COMMERCIAL,False,2009,Lexus,NX,Blue,3 Axle,TAG,True,AGN313,TAG6970,STICKER_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Andrea,"42202 Amber Inlet, North Isaac, MI 57215"
LO 8977,MI,USA,COMMERCIAL,True,2019,Audi,A4,White,3 Axle,TAG,False,AGN893,TAG5899,LICENSE_PLATE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Darren,"3490 Robert Dale, East Katrina, PA 79470"
MA 3041,PA,USA,PERSONAL,False,2016,Chevrolet,Corvette,Blue,3 Axle,VIDEO,,,,,,,,,
OR 2931,FL,USA,ELECTRIC,False,2010,Honda,Civic,Green,4 Axle,TAG,True,AGN497,TAG3457,INTEGRATED,STICKER,NO,HAND_TO_CUSTOMER,Joseph,"1965 Russell Crossroad, Brownshire, OR 01677"
CO 4486,TN,USA,ELECTRIC,False,2003,Nissan,Al-tima,Black,6-plus Axles,TAG,True,AGN997,TAG1355,INTEGRATED,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Robert,"64858 Fields Ramp Apt. 696, East Katherine, WI 63611"
IN 5015,AZ,USA,COMMERCIAL,False,2015,Nissan,Al-tima,White,3 Axle,TAG,False,AGN818,TAG3462,INTEGRATED,STICKER,NO,MAIL_TO_CUSTOMER,Bobby,"6626 David Plains, East Charles, KY 52207"
FL 9494,OR,USA,PERSONAL,True,2005,Chevrolet,Corvette,Red,4 Axle,VIDEO,,,,,,,,,
SO 5470,FL,USA,PERSONAL,True,2011,Lexus,ES,Black,5 Axle,TAG,False,AGN602,TAG3129,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Emily,"1297 Boyd Estates Suite 103, South Erin, OK 27067"
VI 5859,NC,USA,COMMERCIAL,True,2023,BMW,X3,White,3 Axle,TAG,False,AGN495,TAG5036,INTEGRATED,MOUNTED,NO,HAND_TO_CUSTOMER,Nancy,"USCGC Mack, FPO AA 27698"
RH 8122,IL,USA,PERSONAL,False,2005,Hyundai,Santa Fe,Blue,5 Axle,TAG,False,AGN639,TAG2528,HARD_CASE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Karen,"775 John Wall Apt. 733, Wagnertown, MS 42572"
NO 7321,CA,USA,PERSONAL,False,2012,Toyota,Tacoma,White,3 Axle,VIDEO,,,,,,,,,
MA 9272,WA,USA,COMMERCIAL,False,2023,Kia,So-rent-o,Red,4 Axle,TAG,False,AGN913,TAG5584,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Amy,"66184 Wesley Island Suite 494, South Jamestown, MS 41103"
OH 4023,MI,USA,PERSONAL,True,2008,Subaru	,Cross-trek,White,6-plus Axles,TAG,False,AGN288,TAG1813,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Stephen,"87967 Heidi Point, Joneston, MN 90147"
TE 5131,CA,USA,PERSONAL,False,2006,Chevrolet,Silverado,Blue,4 Axle,TAG,True,AGN575,TAG5773,HARD_CASE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Patrick,"698 Hinton Vista Apt. 002, Butlerburgh, CO 37627"
IL 3690,PA,USA,COMMERCIAL,False,2002,Nissan,Rogue,Blue,2 Axle,VIDEO,,,,,,,,,
KE 9710,UT,USA,PERSONAL,False,2021,Honda,HR-V,Red,3 Axle,TAG,True,AGN451,TAG4503,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Phillip,"16640 Krueger Glens, North Crystal, NV 70739"
MI 9089,TN,USA,COMMERCIAL,False,2016,Tesla,Model X,White,4 Axle,TAG,True,AGN321,TAG5039,LICENSE_PLATE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Randy,"USS Kennedy, FPO AA 69921"
OK 9562,TN,USA,ELECTRIC,False,2012,Audi,A6,Green,3 Axle,TAG,False,AGN284,TAG4979,LICENSE_PLATE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Kathy,"545 Rodriguez Dam, Millershire, SC 89850"
RH 8063,AK,USA,COMMERCIAL,False,2002,Lexus,RX,Green,6-plus Axles,VIDEO,,,,,,,,,
MA 4265,CO,USA,PERSONAL,True,2017,Subaru,Ascent,White,6-plus Axles,TAG,False,AGN135,TAG9134,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Johnathan,"647 Hill Gateway, Mcgeeport, PA 58653"
MI 205,MA,USA,COMMERCIAL,False,2018,Ford,Mustang,Red,6-plus Axles,TAG,False,AGN326,TAG2428,INTEGRATED,MOUNTED,YES,MAIL_TO_CUSTOMER,William,"975 Reed Spring Apt. 812, Pereztown, WA 56800"
NE 5531,CA,USA,ELECTRIC,True,2005,Ford,Mustang,Red,4 Axle,TAG,True,AGN953,TAG8909,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Courtney,"679 Bruce Wells, Rosschester, CT 21730"
UT 5279,TX,USA,PERSONAL,True,2004,Toyota,Tacoma,Green,6-plus Axles,VIDEO,,,,,,,,,
MO 7123,OR,USA,ELECTRIC,False,2007,Ford,Escape,Black,6-plus Axles,TAG,False,AGN708,TAG3599,HARD_CASE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Valerie,"1473 Matthews Summit Suite 628, Clarkville, MI 17191"
PE 7500,AL,USA,COMMERCIAL,True,2012,Chevrolet,Silverado,Blue,3 Axle,TAG,False,AGN483,TAG4361,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Peter,"308 Teresa Shore, New Mitchell, ID 39223"
WI 5953,OR,USA,ELECTRIC,False,2024,Honda,Civic,White,5 Axle,TAG,True,AGN858,TAG8567,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Cynthia,"USNV Thomas, FPO AE 42349"
HA 653,IL,USA,PERSONAL,True,2008,Hyundai,Santa Fe,Blue,2 Axle,VIDEO,,,,,,,,,
DE 8555,UT,USA,ELECTRIC,False,2014,Toyota,RAV4,Red,3 Axle,TAG,False,AGN845,TAG1246,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kimberly,"USNS Campbell, FPO AA 01171"
OR 2923,FL,USA,ELECTRIC,False,2012,Volkswagen,Jetta,Green,3 Axle,TAG,False,AGN719,TAG3703,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,William,"56606 Ross Prairie Apt. 543, Richardfort, OK 23299"
MI 6536,CO,USA,PERSONAL,True,2004,Toyota,Tacoma,Black,6-plus Axles,TAG,True,AGN183,TAG8944,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Andrew,"368 Craig River Apt. 576, Patrickfort, IA 29731"
HA 800,OR,USA,COMMERCIAL,True,2012,BMW,3 Series,Blue,5 Axle,VIDEO,,,,,,,,,
HA 5452,IL,USA,ELECTRIC,True,2016,BMW,X5,Black,5 Axle,TAG,False,AGN918,TAG4368,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Lisa,"USCGC Campbell, FPO AE 32063"
NE 7191,GA,USA,ELECTRIC,False,2001,Honda,Accord,Green,6-plus Axles,TAG,True,AGN746,TAG8100,HARD_CASE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Eric,"571 Lisa Trail Suite 700, Lake Christopher, ME 89133"
SO 5657,NC,USA,ELECTRIC,True,2015,Honda,Accord,Green,6-plus Axles,TAG,True,AGN951,TAG7104,LICENSE_PLATE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Tanya,"234 Amanda Ways Suite 826, Williammouth, RI 70640"
OK 4607,IL,USA,ELECTRIC,True,2012,Volkswagen,Pass-at,Green,5 Axle,VIDEO,,,,,,,,,
MA 4119,NJ,USA,COMMERCIAL,True,2007,Subaru	,Forester,Black,3 Axle,TAG,True,AGN164,TAG5232,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Krystal,"838 Nathan Cove Apt. 437, Meyerborough, ID 97946"
MO 8198,OR,USA,COMMERCIAL,False,2013,Volkswagen,Golf,White,2 Axle,TAG,True,AGN247,TAG3127,INTEGRATED,STICKER,NO,MAIL_TO_CUSTOMER,Jonathan,"96225 Michelle Cliffs Suite 775, Williamsside, MP 49020"
MA 2851,OR,USA,ELECTRIC,True,2014,Ford,Mustang,Red,5 Axle,TAG,True,AGN260,TAG3971,LICENSE_PLATE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Sarah,"157 Duncan Shore, Johnfort, TX 08976"
MA 7856,NY,USA,ELECTRIC,False,2005,Tesla,Model S,Blue,5 Axle,VIDEO,,,,,,,,,
RH 8126,AK,USA,COMMERCIAL,True,2006,Subaru,Outback,White,4 Axle,TAG,True,AGN256,TAG7858,LICENSE_PLATE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Spencer,"930 Sharon Mount Suite 900, Port Markfort, HI 21374"
WY 3638,TN,USA,COMMERCIAL,False,2014,Chevrolet,Corvette,Red,2 Axle,TAG,True,AGN582,TAG8140,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Amber,"44724 Hayes Plaza Apt. 307, East Shannon, FM 19822"
MI 4974,TN,USA,ELECTRIC,True,2012,Subaru	,Forester,Green,5 Axle,TAG,False,AGN255,TAG2485,HARD_CASE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Zachary,"092 Sarah Isle, Joneschester, AZ 62641"
RH 9846,PA,USA,COMMERCIAL,True,2003,Mercedes-Benz,S-Class,Black,4 Axle,VIDEO,,,,,,,,,
WI 1000,WA,USA,COMMERCIAL,True,2017,Tesla,Model Y,Red,2 Axle,TAG,False,AGN821,TAG7911,HARD_CASE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Vincent,"044 Collins Passage, Walterton, WV 63393"
GE 2965,FL,USA,ELECTRIC,True,2011,BMW,X3,Black,3 Axle,TAG,False,AGN118,TAG5154,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,William,"6052 Martin Island Suite 426, East Eric, GU 64841"
SO 8411,FL,USA,PERSONAL,False,2018,Ford,Escape,Green,2 Axle,TAG,True,AGN923,TAG8240,HARD_CASE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Tyler,"511 Best Crest Apt. 636, Aliciaside, IL 06707"
WE 2748,OR,USA,COMMERCIAL,False,2002,Hyundai,Tucson,White,2 Axle,VIDEO,,,,,,,,,
NE 3314,UT,USA,COMMERCIAL,False,2009,Volkswagen,Golf,Green,2 Axle,TAG,True,AGN448,TAG3976,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Keith,"593 Donna Pines, Medinaberg, MH 14453"
PE 7734,CA,USA,ELECTRIC,False,2008,BMW,X5,Black,5 Axle,TAG,False,AGN947,TAG7320,INTEGRATED,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Carlos,"Unit 0275 Box 9220, DPO AE 96757"
MO 9590,OR,USA,PERSONAL,False,2019,Hyundai,Tucson,Blue,3 Axle,TAG,True,AGN600,TAG7858,HARD_CASE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,David,"USS Williams, FPO AP 67719"
VI 6317,MA,USA,ELECTRIC,False,2006,Ford,Escape,White,2 Axle,VIDEO,,,,,,,,,
WI 8536,PA,USA,COMMERCIAL,False,2004,Chevrolet,Silverado,Green,6-plus Axles,TAG,True,AGN762,TAG5783,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Christopher,"6551 Miller Pass Apt. 058, New Justin, NY 62252"
NE 3650,IL,USA,COMMERCIAL,False,2020,Chevrolet, Malibu,Green,4 Axle,TAG,True,AGN879,TAG6142,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Gina,"139 Aaron Motorway Apt. 211, South Amanda, VI 68173"
FL 6100,PA,USA,PERSONAL,False,2024,Ford,F-150,White,6-plus Axles,TAG,True,AGN141,TAG2429,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Brandi,"6920 Dakota Drive, East Trevor, KS 04837"
MA 6322,OH,USA,PERSONAL,True,2017,Nissan,Rogue,Black,3 Axle,VIDEO,,,,,,,,,
NO 8200,AL,USA,ELECTRIC,True,2009,Ford,F-150,Red,5 Axle,TAG,False,AGN276,TAG7838,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Matthew,"96870 Alison Square, Danielport, NM 39485"
TE 2682,CA,USA,COMMERCIAL,True,2019,BMW,3 Series,Blue,4 Axle,TAG,False,AGN646,TAG8303,LICENSE_PLATE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Douglas,"08607 John Inlet Suite 255, New Debraburgh, AK 68068"
NE 330,AL,USA,COMMERCIAL,True,2015,Honda,HR-V,Red,2 Axle,TAG,True,AGN440,TAG3345,INTEGRATED,MOUNTED,NO,MAIL_TO_CUSTOMER,Jeff,"70823 Shannon Island, Garyburgh, NY 27438"
OR 8011,TX,USA,ELECTRIC,False,2009,Volkswagen,Golf,Green,2 Axle,VIDEO,,,,,,,,,
WA 9737,TX,USA,ELECTRIC,False,2017,Mercedes-Benz,E-Class,Blue,4 Axle,TAG,False,AGN610,TAG4389,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Michelle,"359 Heather Mews Suite 736, New Alexander, ID 02271"
MI 6278,TX,USA,PERSONAL,True,2011,Subaru,Ascent,Blue,5 Axle,TAG,True,AGN791,TAG2948,INTEGRATED,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Amanda,"864 Tyler Tunnel Suite 753, West Tinafort, AS 30513"
WA 7457,PA,USA,PERSONAL,True,2023,Volkswagen,Pass-at,Green,3 Axle,TAG,True,AGN364,TAG7779,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Michael,"384 Gilmore Land, Jonesville, VT 29874"
CA 3322,NJ,USA,ELECTRIC,True,2011,Subaru,Forester,White,4 Axle,VIDEO,,,,,,,,,
IN 8161,GA,USA,PERSONAL,False,2019,Lexus,NX,Red,5 Axle,TAG,False,AGN151,TAG7811,INTEGRATED,MOUNTED,NO,MAIL_TO_CUSTOMER,Timothy,"226 Williams Stream, South Amy, GU 59714"
NE 1277,AZ,USA,PERSONAL,True,2022,Subaru	,Im-pre-za,Green,2 Axle,TAG,True,AGN863,TAG6035,LICENSE_PLATE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,William,"504 Singh Key Apt. 082, Hillhaven, PR 75006"
IO 1548,TX,USA,PERSONAL,True,2019,Volkswagen,Jetta,Green,4 Axle,TAG,True,AGN268,TAG9222,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Sandra,"94077 Kevin Shores Suite 956, Jacobsland, IA 75108"
MA 4846,OH,USA,COMMERCIAL,False,2014,Kia,Forte,Red,4 Axle,VIDEO,,,,,,,,,
UT 3304,TX,USA,COMMERCIAL,True,2022,BMW,5 Series,Red,5 Axle,TAG,True,AGN908,TAG9050,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Robert,"55648 Brittney Mews, Lake Kelseyfurt, WA 49699"
WE 9620,IL,USA,ELECTRIC,False,2020,Toyota,RAV4,Black,5 Axle,TAG,False,AGN308,TAG3235,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Alicia,"636 James Courts, New Rachel, OR 20490"
NE 9045,WA,USA,ELECTRIC,False,2019,Toyota,Camry,Green,4 Axle,TAG,False,AGN777,TAG1654,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Latasha,"68478 Sabrina Centers Suite 462, Port Danielle, AR 84685"
KE 3641,AK,USA,COMMERCIAL,False,2024,Audi,A6,White,3 Axle,VIDEO,,,,,,,,,
NE 588,CO,USA,PERSONAL,False,2009,Volkswagen,Jetta,Red,5 Axle,TAG,True,AGN928,TAG4747,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Anthony,"76061 Vazquez Mews, Ronaldbury, KS 01872"
NE 3937,MI,USA,ELECTRIC,False,2016,Subaru	,Im-pre-za,White,3 Axle,TAG,False,AGN399,TAG4739,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Wendy,"92228 Cindy Ways Apt. 029, Sandraburgh, OR 04162"
VI 9227,NC,USA,COMMERCIAL,True,2021,Hyundai,Santa Fe,Black,3 Axle,TAG,False,AGN583,TAG2781,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Mark,"6038 Amber Mews, Johnsonland, AL 60592"
AL 7961,TN,USA,ELECTRIC,True,2008,Subaru	,Forester,Black,4 Axle,VIDEO,,,,,,,,,
AL 8434,TN,USA,PERSONAL,False,2022,Mercedes-Benz,S-Class,White,5 Axle,TAG,True,AGN722,TAG2312,HARD_CASE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Maria,"208 Rita Ville Apt. 487, Henrychester, WV 29389"
TE 3315,GA,USA,PERSONAL,False,2016,Chevrolet,Corvette,Blue,5 Axle,TAG,False,AGN916,TAG3276,INTEGRATED,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Rebecca,"8386 Charles Court Apt. 889, Port Gregmouth, RI 71372"
MO 5182,AL,USA,COMMERCIAL,True,2000,Subaru	,Forester,Black,2 Axle,TAG,True,AGN963,TAG5079,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Bruce,"8688 Keith Canyon Apt. 852, Lozanostad, DE 78082"
NE 3592,IL,USA,ELECTRIC,True,2003,Toyota,RAV4,Red,5 Axle,VIDEO,,,,,,,,,
PE 5239,VA,USA,COMMERCIAL,True,2023,Tesla,Model S,Red,5 Axle,TAG,False,AGN101,TAG9534,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Leah,"69774 Monica Hollow Suite 076, Brownmouth, MH 14118"
IO 4872,CA,USA,PERSONAL,False,2004,Hyundai,El-antra,Blue,4 Axle,TAG,False,AGN537,TAG3294,LICENSE_PLATE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Brian,"170 Amber Freeway, East Michaelville, DC 53999"
KA 3437,IL,USA,ELECTRIC,False,2016,Audi,A6,White,3 Axle,TAG,True,AGN263,TAG1217,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Brittany,"713 Stewart Islands, Port Vicki, TX 44022"
LO 1402,OR,USA,PERSONAL,False,2002,Mercedes-Benz,GLE,Blue,3 Axle,VIDEO,,,,,,,,,
LO 327,NJ,USA,ELECTRIC,False,2003,Subaru,Forester,White,5 Axle,TAG,False,AGN612,TAG9244,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Christian,"82142 Randall Isle, Lake Stephaniemouth, GU 26764"
WI 8726,AK,USA,COMMERCIAL,False,2022,Mercedes-Benz,GLE,White,2 Axle,TAG,False,AGN776,TAG4522,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Samantha,"USS Brennan, FPO AP 76714"
WE 2675,NC,USA,PERSONAL,False,2012,Honda,CR-V,Blue,3 Axle,TAG,False,AGN111,TAG1512,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Frederick,"USNS Parks, FPO AE 38180"
MI 389,OR,USA,PERSONAL,True,2000,Honda,HR-V,Blue,5 Axle,VIDEO,,,,,,,,,
HA 8817,CO,USA,COMMERCIAL,False,2022,Nissan,Al-tima,Red,3 Axle,TAG,True,AGN658,TAG8920,INTEGRATED,STICKER,NO,MAIL_TO_CUSTOMER,William,"63832 Brown Island Apt. 574, West Antonio, AK 30111"
VI 1073,CA,USA,ELECTRIC,True,2000,Audi,A6,White,4 Axle,TAG,False,AGN488,TAG8877,INTEGRATED,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Alicia,"3867 Bender Parks, Ruizhaven, PW 77935"
AR 4745,NV,USA,COMMERCIAL,False,2022,Ford,Explorer,Black,3 Axle,TAG,True,AGN609,TAG2092,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Alicia,"561 Diamond Brook, Hendersonville, HI 16182"
MO 3257,NC,USA,PERSONAL,False,2002,Nissan,Sen-tra,Blue,3 Axle,VIDEO,,,,,,,,,
CO 3735,WA,USA,PERSONAL,False,2019,Kia,Sport-age,Red,4 Axle,TAG,False,AGN787,TAG9436,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Jessica,"52758 Claudia Brook, New Amberland, MO 42006"
MI 8402,TX,USA,COMMERCIAL,True,2018,Ford,Mustang,Red,2 Axle,TAG,True,AGN271,TAG7569,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Katherine,"Unit 9023 Box 7390, DPO AP 24009"
UT 6024,NV,USA,PERSONAL,False,2013,Honda,CR-V,White,3 Axle,TAG,True,AGN867,TAG9604,STICKER_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Nicole,"7449 Scott Drive, Hoffmanside, OK 01636"
OK 1928,OR,USA,COMMERCIAL,True,2002,Lexus,GS,White,3 Axle,VIDEO,,,,,,,,,
IO 351,NV,USA,ELECTRIC,False,2019,Subaru,Ascent,Red,6-plus Axles,TAG,False,AGN555,TAG5870,INTEGRATED,MOUNTED,NO,HAND_TO_CUSTOMER,Kristen,"515 Philip Drive, Darlenebury, PW 13262"
UT 9467,TX,USA,PERSONAL,True,2020,Volkswagen,Golf,Red,2 Axle,TAG,True,AGN145,TAG3033,HARD_CASE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jennifer,"0037 Davis Fort Suite 692, East Randy, NM 08629"
WI 8846,PA,USA,PERSONAL,False,2021,Audi, Q7,Blue,4 Axle,TAG,False,AGN312,TAG7378,STICKER_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Jacqueline,"3701 Faith Stream, Lopezstad, MS 73759"
KE 9398,WA,USA,ELECTRIC,True,2007,Ford,Escape,Black,2 Axle,VIDEO,,,,,,,,,
PE 3437,OR,USA,ELECTRIC,False,2018,Subaru	,Outback,Blue,5 Axle,TAG,True,AGN839,TAG6196,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Ashley,"4092 Watson Knoll Suite 418, Lake Dianeside, PW 42393"
NE 2744,MA,USA,COMMERCIAL,False,2005,Toyota,RAV4,Black,3 Axle,TAG,True,AGN342,TAG6858,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Katherine,"Unit 2204 Box 4830, DPO AP 78897"
HA 7792,FL,USA,PERSONAL,True,2024,Hyundai,Santa Fe,White,5 Axle,TAG,False,AGN992,TAG4797,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Joseph,"396 Chad Mountains, Newmantown, WY 86329"
WI 2141,PA,USA,COMMERCIAL,True,2001,Subaru,WRX,Green,4 Axle,VIDEO,,,,,,,,,
NE 6166,AK,USA,PERSONAL,False,2010,Subaru,Forester,Green,4 Axle,TAG,True,AGN761,TAG2226,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Pamela,"1648 King Radial Apt. 475, West Leroyfort, KY 87180"
FL 3115,PA,USA,COMMERCIAL,False,2009,Volkswagen,Pass-at,Green,2 Axle,TAG,False,AGN180,TAG5237,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Eric,"968 Powell Drive, Petershaven, MS 17147"
CO 7714,GA,USA,COMMERCIAL,False,2023,Ford,F-150,Blue,2 Axle,TAG,True,AGN153,TAG3674,LICENSE_PLATE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Allison,"016 Cindy Brooks Suite 505, Martinbury, MT 95141"
AL 2661,GA,USA,ELECTRIC,True,2004,Hyundai,Sonata,Green,4 Axle,VIDEO,,,,,,,,,
CO 2547,UT,USA,ELECTRIC,False,2008,Hyundai,Tucson,Green,5 Axle,TAG,True,AGN208,TAG9041,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Kendra,"697 Charles Curve, Natashafort, HI 04374"
WE 1887,AK,USA,COMMERCIAL,False,2020,Hyundai,Santa Fe,Red,5 Axle,TAG,True,AGN307,TAG4750,LICENSE_PLATE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Tyrone,"51575 Wendy Via Apt. 295, Lake Lawrence, PR 18031"
FL 6176,WA,USA,PERSONAL,False,2012,Ford,Explorer,Green,5 Axle,TAG,True,AGN200,TAG8799,INTEGRATED,MOUNTED,NO,HAND_TO_CUSTOMER,Dillon,"7331 Kimberly Neck, South Charles, OK 87231"
